uid,is_attack,grp,role,access_pattern_sustained,access_pattern_late_q4,access_pattern_peak,access_pattern_trend,access_pattern_volatility,data_behavior_sustained,data_behavior_late_q4,data_behavior_peak,data_behavior_trend,data_behavior_volatility,network_footprint_sustained,network_footprint_late_q4,network_footprint_peak,network_footprint_trend,network_footprint_volatility,risk_posture_sustained,risk_posture_late_q4,risk_posture_peak,risk_posture_trend,risk_posture_volatility,composite_sustained,composite_peak,ctx_normal_ops,ctx_insider_investigation,ctx_apt_hunt,ctx_privilege_audit,ctx_max,ctx_spread,rel_sustained,rel_peak,zdiv_sustained,vel_peak,z_access_pattern_sustained,z_access_pattern_late_q4,z_access_pattern_peak,z_access_pattern_trend,z_access_pattern_volatility,z_data_behavior_sustained,z_data_behavior_late_q4,z_data_behavior_peak,z_data_behavior_trend,z_data_behavior_volatility,z_network_footprint_sustained,z_network_footprint_late_q4,z_network_footprint_peak,z_network_footprint_trend,z_network_footprint_volatility,z_risk_posture_sustained,z_risk_posture_late_q4,z_risk_posture_peak,z_risk_posture_trend,z_risk_posture_volatility,z_composite_sustained,z_composite_peak,z_ctx_normal_ops,z_ctx_insider_investigation,z_ctx_apt_hunt,z_ctx_privilege_audit,z_ctx_max,z_ctx_spread,z_rel_sustained,z_rel_peak,z_zdiv_sustained,z_vel_peak
USR-001,False,executive,COO,0.0015456318855285203,0.0014798243840535058,0.0031908154487609,-0.00020642876625059036,0.0006166193179593938,0.043635126522609126,0.04597587717903981,0.1021894216537475,0.0018066048622131653,0.015617899599570755,0.06206927469798492,0.07726162672042844,0.1813067197799682,0.04288175702095033,0.04804780946746697,0.0,0.0,0.0,0.0,0.0,0.009009965828486803,0.0284472703933715,0.009009965828486803,0.013678346361432711,0.01544468913759499,0.0031493476458957655,0.01544468913759499,0.012295341491699224,0.0038956403732299345,0.0128755569458007,0.06839314188276013,0.0191243290901184,-0.7572327198832444,-0.776526203376849,-1.245962296541741,-0.32277407328679103,-1.0784488949766657,0.27180278081295883,0.4109392668449683,-0.7245709176430769,-0.5652284029450386,-0.7701555096420472,0.4307083309001386,1.1677406641640238,0.11752136508411455,1.1332861358211368,1.5579010531248156,-1.7479602477387162,-1.707058746219701,-2.866133977823772,-0.8293917811616921,-2.452799746254168,-0.6460050569763075,-1.0972068334700806,-0.6460050569763075,-0.1603957349238922,-0.23870413593710493,-1.4054352971700668,-0.5258418007749552,0.9216794877375513,-1.1994878108371028,-1.2297704045287943,-0.43640155135349956,-1.139295051028405
USR-002,False,business,Accountant,0.009934972013745944,0.01757335000567962,0.2857444882392883,0.028905671834945697,0.03371990655881002,0.056255337170192134,0.05430397060182354,0.1263331770896911,0.011424797773361209,0.03518788442411284,0.07038905450275962,0.0635292530059814,0.1333320140838623,0.0019213020801544176,0.035156501313792186,0.018090852669307114,0.03086914287673098,0.2895600199699402,0.02087746262550357,0.04042711123434091,0.014106091431208969,0.0840492248535156,0.014106091431208969,0.019589742592402815,0.02135193007332933,0.009961211681365923,0.02135193007332933,0.011390718391963407,0.006912394932338123,0.0401163697242736,0.09133689233234947,0.0788227319717407,-0.8112905867119392,-0.5534084151142991,1.3396175792275653,1.0027068011617943,-0.08859436722908187,0.8684153157230773,0.6427358752100266,-0.1156247921441052,-0.283781586859653,0.660282939709558,1.0396371859741775,0.38846431921205304,-1.0198222250262348,-1.640424850806448,0.47712391857906994,-0.2462382149209707,0.40024339790175856,1.0964821992379745,0.29812697971700924,0.04133313357250018,0.3291317574276067,1.869878852640007,0.3291317574276067,0.7864152257248181,0.9703476847105685,-0.32996908514513507,0.6784280648442313,1.1073625456179372,0.05602021882799434,1.5209791881895403,0.2969538161819674,2.113447126636004
USR-003,False,developer,Staff Engineer,0.012062181745256648,0.013902465502421005,0.0854412317276001,-0.014123654365539568,0.016173370459760868,0.05895310810634064,0.06710016396310589,0.134765625,0.037384086847305306,0.03877756675063184,0.03755429642541064,0.042034129301706906,0.1465930342674255,0.01825381517410279,0.02025098299906958,0.03299827405384604,0.031902545028262626,0.1504713892936706,0.0014235794544220151,0.03679707917623942,0.01267400298799782,0.0294359326362609,0.01267400298799782,0.019888673509870204,0.01490395239421295,0.012322650636945395,0.019888673509870204,0.007566022872924809,0.006041731153215634,0.0148600935935974,0.07232901028224395,0.0204298496246337,-0.27355055299677233,-0.250355377212411,-0.46351667598643853,-1.3649934610770669,-0.4474508884286545,0.8486436742671125,1.1870010971251244,0.19166228780832303,1.6977699908178456,0.9547734772748007,-1.0660633944735112,-0.896037834220392,-0.31638076897030565,-0.6258068203507199,-0.6698607689642273,2.3716812173274993,1.3973555067159165,-0.47208729759121,-0.6384047603223023,0.2304126456742445,0.33742520765066747,-0.7816705447769414,0.33742520765066747,0.8246408843062754,-0.2573175753198558,1.1567685926833762,0.5808023085489695,-0.4154060657390834,0.1933662969300557,-0.7502616264032297,-0.22163318209163124,-0.8068889028503975
USR-004,False,executive,COO,0.005739896638052754,0.01006709535916641,0.1619191765785217,0.01631340980529786,0.019079287258170426,0.02254284790584015,0.025224407513936318,0.09445720911026,0.007464551925659181,0.013779969579064074,0.04096213579177853,0.03780943486425606,0.1914999485015869,0.027779233455657953,0.02787420379636629,0.014792990684509224,0.017479386594560355,0.2587571740150451,0.027048325538635242,0.05972623952768482,0.0074780992099216514,0.0534688830375671,0.0074780992099216514,0.008947190216609353,0.012445838110787484,0.006398856639862006,0.012445838110787484,0.006046981470925478,0.0040178503308976885,0.0250317454338073,0.05213535513196669,0.0386124849319458,-0.5636186523527461,-0.4153923087409967,0.24929676543137588,0.9134536314738997,-0.3790365894050486,-1.105025260555379,-0.9195916380638581,-0.9075176018018893,-0.09347370169441546,-0.9474484947115033,-0.8477608344653731,-1.293051145467456,0.5183110416950731,0.07491966308871968,-0.21809172541120747,-0.20404736911524018,-0.35926431141837684,0.399111080125288,0.6094444595463523,1.1042931103143963,-1.0866863933803483,0.283466817065037,-1.0866863933803483,-1.1715074830074665,-0.9375236737334167,-0.602461256479753,-1.221377584866982,-0.846229169034983,-1.1198350654175893,0.10831801173428521,-1.218788428915573,0.051306904625274194
USR-005,False,business,Account Manager,0.0014279535838535341,0.0013268589973449167,0.0027933716773986,-0.00012116432189939992,0.00043098406738205765,0.021159120968409908,0.021750188536114115,0.0424609780311584,0.00887940526008606,0.00664811016938892,0.03556310108729767,0.04188716080453657,0.1377933025360107,0.02825677394866944,0.021153380129294512,0.021048247814178415,0.018920660018920843,0.1797386407852172,-0.006394237279891985,0.031629794357651696,0.006598782539367619,0.0236163735389709,0.006598782539367619,0.008092989240373832,0.011183295931134849,0.006951810632433166,0.011183295931134849,0.00458451339176723,0.0038798366274152086,0.0131292343139648,0.040452536514827137,0.0190140604972839,-1.0970209136083615,-1.0714298095971808,-1.4536421616361597,-0.36789611027206653,-1.2319139529071639,-1.118608163192445,-1.0905602007976098,-1.8976946047301397,-0.4936095437881566,-1.454484996104639,-1.224357884038862,-1.0151829326541926,-0.8726977349743655,0.4226975238595176,-0.7025872517663696,0.02728130132869097,-0.48291833941789186,-0.6072164225110682,-1.011148955860414,-0.5241600348803358,-1.6166993546272068,-1.4024635530511795,-1.6166993546272068,-1.3878866519869204,-1.4618638592346709,-1.0693359592391534,-1.712871696248446,-0.959612804301223,-1.6495323337768093,-1.363624979790894,-2.227888474063783,-1.0984853304857591
USR-006,False,security,Security Analyst,0.045954608917236295,0.043949362304475534,0.0884575843811035,0.022257936000823972,0.03494427616324662,0.034596788883209176,0.03316681914859343,0.1109265685081482,0.012951606512069704,0.0181854355812158,0.05998342377798893,0.07453741298781498,0.1630192995071411,0.038832986354827875,0.045029642820050966,0.0,0.0,0.0,0.0,0.0,0.012554650647299586,0.0400786399841308,0.012554650647299586,0.013338909830365814,0.01668911491121559,0.00783760377338949,0.01668911491121559,0.0088515111378261,0.005700549057551743,0.0181036591529846,0.0769476532936096,0.0332991480827331,0.6109077191638567,0.4532168170173376,-1.0556169605258334,0.7836377118631336,0.006000314713071803,-0.4251991882229265,-0.5718106924962305,-0.34262745325583016,-0.31059173041595234,-0.5376964735516825,0.1953844654333754,0.7749058693934414,0.02685309252232051,0.8718965098123713,1.6439474319261278,-1.100263953749917,-1.2708059468014452,-2.8317017691889173,-0.9315156038790524,-2.344582368777345,-0.016959938209264013,-0.3182340356350094,-0.016959938209264013,-0.42499245374970085,-0.1458309630961618,-0.5883032357473196,-0.43301850122750046,0.18240137447948557,-0.49358870048696774,-0.6263774773212337,-0.35469280410172616,-0.023777801058611183
USR-007,False,admin,DevOps Engineer,0.005081593990325886,0.0012444886896344945,0.1350719928741455,-4.588961601258005e-05,0.015879044572753107,0.016323690755026637,0.016976916127734668,0.0293930768966674,0.0064578115940094015,0.00568830953433667,0.05403356552124019,0.06765883498721648,0.1758749485015869,0.024733936786651638,0.03823077062478636,0.01139529602868211,0.018011868000030455,0.1489734053611755,0.0008891403675079269,0.03110779811932233,0.006783321925571938,0.0244935154914855,0.006783321925571938,0.0068342174802507125,0.013471577848706881,0.005166990416390505,0.013471577848706881,0.008304587432316376,0.00392572198595314,0.012734055519104,0.06337351799011226,0.0184221863746643,-1.0401114305792856,-1.2886943862816933,0.014561010811625372,-0.5977588824616074,-0.8772447431062467,-1.3846422933660465,-1.3968896323199067,-1.9580041503030092,-1.0068923383349573,-1.4871599701522846,-0.25639676291999003,0.487202653350968,0.5010223039976255,0.11587435324343244,0.6408758984484464,-0.862569760500428,-0.5205296572734639,-0.3431824105003675,-0.553095967052822,-0.3463124501886196,-1.758560940613242,-1.248270643400598,-1.758560940613242,-1.6766869887344085,-1.1469005620963775,-1.4499289810406344,-1.2802523638979628,0.15354892818771662,-1.6637486017670964,-1.1336902836690457,-1.0691156311904133,-0.9099076488956898
USR-008,False,admin,SysAdmin,0.03610416139875136,0.03244593077235749,0.0921319723129272,0.012189519405364998,0.03360873415572885,0.05408287048339839,0.05424237251281733,0.1192285418510437,0.011136198043823223,0.01459646632073433,0.055048596858978234,0.057872401343451556,0.1205294132232666,0.018875664472579948,0.015150792778090068,0.02312642846788674,0.029272503323025126,0.1098865866661071,-0.006811982393264759,0.03169764595407896,0.013280498981475777,0.0392307043075561,0.013280498981475777,0.017756397383553595,0.017220704896109402,0.011920167718614807,0.017756397383553595,0.005836229664938788,0.006663194724491619,0.0173240900039672,0.07148175239562983,0.025359034538269,0.416759632849511,0.18256700847591711,-0.6452327504334229,0.24581818536177394,0.046311743595186826,0.8713675816127618,0.703444540444346,-0.06329842916012227,-0.5881076604714959,-0.6070660807252657,-0.17793172761896026,-0.22538676334298363,-1.0126907072919586,-0.4060185167695923,-1.0358762679444906,-0.047439084769171386,0.21268649101770032,-0.9569983603594738,-0.9275731517824837,-0.303025483461651,0.26596788421155304,-0.17084790824573248,0.26596788421155304,0.5842573548299967,-0.14451074982337786,0.14850009548486626,-0.18720614763988289,-0.7648228892140411,0.327146961722889,-0.4764032703662799,-0.5905902366816719,-0.3903550133289198
USR-009,False,business,Financial Analyst,0.03271533421107696,0.04732463426060142,0.2600172162055969,0.0073553323745727504,0.038373986330646134,0.044204241888863655,0.04726100630230369,0.1983953714370727,0.03862164616584778,0.04061121399937329,0.07132753644670754,0.0747007462713453,0.1418386101722717,0.008152818679809576,0.025602192731128334,0.007677260466984291,0.004010889265272306,0.2140766382217407,-4.199147224428004e-05,0.028959787091440783,0.013437581062316845,0.0287063121795654,0.013437581062316845,0.015787015642438566,0.019565153121948196,0.008741651262555761,0.019565153121948196,0.010823501859392435,0.006935981341770663,0.0155216455459594,0.09211871623992915,0.0227118730545043,-0.04615290761740654,0.39521499836524515,1.0856410122249016,-0.01486734461054077,0.07125161630548928,0.18612497613280116,0.26773974237425197,1.415512612343824,1.9581748514214412,1.0621460865147667,1.1006468148864768,1.1130169953217803,-0.7392914714091333,-1.1522474834503997,-0.32779124364732765,-1.2093562840569572,-1.5849611007064388,-0.07451869698145412,-0.7061865735492083,-0.6957885995808414,0.15585951123893538,-1.1268515027560309,0.15585951123893538,0.06723163584001923,0.5429727327913514,-0.6295976690270466,0.2582419083540425,0.9351046440623678,0.06928554030562145,-1.107904640954981,0.33574731240822026,-0.8999000103292808
USR-010,False,admin,DevOps Engineer,0.016133798871721484,0.015202151404486712,0.1352626681327819,0.01260905265808106,0.038359067969552456,0.02346520934786111,0.030046953095330096,0.1858949065208435,0.02270118594169619,0.02590835195133814,0.04082858392170493,0.047805713282691065,0.1425686478614807,0.030124080181121844,0.03303323901784664,0.022932262080056276,0.02404609984821739,0.1965965628623962,-0.0019398987293243533,0.031911193586956266,0.008933787686484153,0.0695341825485229,0.008933787686484153,0.009805098601749915,0.013220231873648451,0.00934610366821284,0.013220231873648451,0.004286444187164298,0.0051143867628914465,0.0371226668357849,0.05046945640019003,0.0644278526306152,-0.5210816137750622,-0.6305398606362037,0.01749082650402167,0.2747431383864154,0.2937611750825038,-0.9579556814301021,-0.6602437423926995,1.3427514266715017,0.4471295486090618,0.5105075835139324,-1.2771823375466345,-0.9583826262258401,-0.40991261393784395,0.5960632647702547,0.2632770792589638,-0.060930619344948006,-0.12762143258487085,0.40468745030746006,-0.6906616999181947,-0.28735393440392343,-1.0884730113010073,2.0446123683766735,-1.0884730113010073,-1.0617001521758318,-1.214101977670957,-0.46076257286626987,-1.3443700623856174,-1.341432700245899,-0.7992623924371173,2.3587273754590625,-1.8306773786999158,2.5358020726594312
