user_id,is_attack,department,role,week_idx,week_start,week_end,identity_drift,access_pattern_drift,data_behavior_drift,network_footprint_drift,risk_posture_drift,composite_drift,velocity,acceleration,week_to_week_drift,composite_drift_normal_ops,composite_drift_insider_investigation,composite_drift_apt_hunt,composite_drift_privilege_audit,relationship_drift,zone_divergence
USR-156,True,Marketing,Analyst,0,2025-01-01,2025-01-08,0.0,0.02134990692138672,0.0010704994201660156,0.03523510694503784,0.002026855945587158,0.002148926258087158,0.0,0.0,0.0,0.002148926258087158,0.001963317394256592,0.0027547478675842285,0.0020939111709594727,0.0014192461967468262,0.03523510694503784
USR-156,True,Marketing,Analyst,1,2025-01-08,2025-01-15,0.0,0.020547568798065186,0.0006811618804931641,0.0673263669013977,0.0015595555305480957,0.007330656051635742,0.005181729793548584,0.0,0.010442197322845459,0.007330656051635742,0.006521880626678467,0.009283244609832764,0.007002711296081543,0.0042642951011657715,0.0673263669013977
USR-156,True,Marketing,Analyst,2,2025-01-15,2025-01-22,0.0,0.02232259511947632,0.0012996792793273926,0.037391841411590576,0.001566767692565918,0.0025537610054016113,-0.004776895046234131,-0.009958624839782715,0.011534273624420166,0.0025537610054016113,0.002329230308532715,0.0032134056091308594,0.002482593059539795,0.00162428617477417,0.037391841411590576
USR-156,True,Marketing,Analyst,3,2025-01-22,2025-01-29,0.0,0.17786365747451782,0.0006696581840515137,0.07028424739837646,0.0022280216217041016,0.012183010578155518,0.009629249572753906,0.014406144618988037,0.020892858505249023,0.012183010578155518,0.010808348655700684,0.012665808200836182,0.01265650987625122,0.006646573543548584,0.17786365747451782
USR-156,True,Marketing,Analyst,4,2025-01-29,2025-02-05,0.0,0.17856425046920776,0.002464890480041504,0.03594917058944702,0.004341244697570801,0.0149344801902771,0.002751469612121582,-0.006877779960632324,0.010174393653869629,0.0149344801902771,0.013264060020446777,0.01516050100326538,0.015520572662353516,0.008331596851348877,0.17856425046920776
USR-156,True,Marketing,Analyst,5,2025-02-05,2025-02-12,0.0,0.17867857217788696,0.22683686017990112,0.043058931827545166,0.004711925983428955,0.018677175045013428,0.003742694854736328,0.000991225242614746,0.01360166072845459,0.018677175045013428,0.021546661853790283,0.017248213291168213,0.01767498254776001,0.008971989154815674,0.22683686017990112
USR-156,True,Marketing,Analyst,6,2025-02-12,2025-02-19,0.0,0.17801380157470703,0.0029892325401306152,0.03876638412475586,0.004423260688781738,0.015538215637207031,-0.0031389594078063965,-0.006881654262542725,0.013848066329956055,0.015538215637207031,0.013840675354003906,0.01589113473892212,0.01614058017730713,0.009106576442718506,0.17801380157470703
USR-156,True,Marketing,Analyst,7,2025-02-19,2025-02-26,0.0,0.02766704559326172,0.0054315924644470215,0.03966057300567627,0.004306435585021973,0.003339409828186035,-0.012198805809020996,-0.0090598464012146,0.01827293634414673,0.003339409828186035,0.0031772851943969727,0.004021704196929932,0.003337383270263672,0.0021634697914123535,0.03966057300567627
USR-156,True,Marketing,Analyst,8,2025-02-26,2025-03-05,0.0,0.18252032995224,0.0033575892448425293,0.03913980722427368,0.004514515399932861,0.015705466270446777,0.012366056442260742,0.02456486225128174,0.018853485584259033,0.015705466270446777,0.013882815837860107,0.01611393690109253,0.016363859176635742,0.008252263069152832,0.18252032995224
USR-156,True,Marketing,Analyst,9,2025-03-05,2025-03-12,0.0,0.17867255210876465,0.0044547319412231445,0.03879910707473755,0.19803386926651,0.022442340850830078,0.006736874580383301,-0.005629181861877441,0.01174318790435791,0.022442340850830078,0.020954787731170654,0.02424943447113037,0.027167022228240967,0.012417852878570557,0.19803386926651
USR-156,True,Marketing,Analyst,10,2025-03-12,2025-03-19,0.0,0.18151086568832397,0.004628777503967285,0.038848936557769775,0.0033711791038513184,0.01591569185256958,-0.006526648998260498,-0.013263523578643799,0.012143373489379883,0.01591569185256958,0.014247596263885498,0.016247093677520752,0.016403496265411377,0.008896946907043457,0.18151086568832397
USR-156,True,Marketing,Analyst,11,2025-03-19,2025-03-26,0.0,0.17860984802246094,0.009933531284332275,0.07076019048690796,0.004041016101837158,0.009023964405059814,-0.006891727447509766,-0.0003650784492492676,0.009860515594482422,0.009023964405059814,0.008308947086334229,0.00883471965789795,0.009520411491394043,0.004536569118499756,0.17860984802246094
USR-156,True,Marketing,Analyst,12,2025-03-26,2025-04-02,0.0,0.02365100383758545,0.0062896013259887695,0.03896129131317139,0.0037439465522766113,0.002922534942626953,-0.006101429462432861,0.0007902979850769043,0.015395164489746094,0.002922534942626953,0.0027918219566345215,0.003566920757293701,0.00286102294921875,0.002024710178375244,0.03896129131317139
USR-156,True,Marketing,Analyst,13,2025-04-02,2025-04-09,0.0,0.17752748727798462,0.006432831287384033,0.037384867668151855,0.004169583320617676,0.01527637243270874,0.012353837490081787,0.01845526695251465,0.01796048879623413,0.01527637243270874,0.013645768165588379,0.015603423118591309,0.015838980674743652,0.008167564868927002,0.17752748727798462
USR-156,True,Marketing,Analyst,14,2025-04-09,2025-04-16,0.0,0.17868643999099731,0.1973552703857422,0.037106990814208984,0.004674375057220459,0.015706300735473633,0.0004299283027648926,-0.011923909187316895,0.012156486511230469,0.015706300735473633,0.017686843872070312,0.014489054679870605,0.015197992324829102,0.008540689945220947,0.1973552703857422
USR-156,True,Marketing,Analyst,15,2025-04-16,2025-04-23,0.0,0.02232259511947632,0.1928621530532837,0.03915572166442871,0.005346417427062988,0.011963069438934326,-0.0037432312965393066,-0.004173159599304199,0.018968403339385986,0.011963069438934326,0.01667243242263794,0.009757697582244873,0.0102805495262146,0.006347477436065674,0.1928621530532837
USR-156,True,Marketing,Analyst,16,2025-04-23,2025-04-30,0.0,0.024123787879943848,0.25423622131347656,0.040455639362335205,0.0020792484283447266,0.01642763614654541,0.004464566707611084,0.00820779800415039,0.013182282447814941,0.01642763614654541,0.022981762886047363,0.013750851154327393,0.0136871337890625,0.009036719799041748,0.25423622131347656
USR-156,True,Marketing,Analyst,17,2025-04-30,2025-05-07,0.0,0.18095523118972778,0.2543782591819763,0.04090803861618042,0.006339967250823975,0.025917232036590576,0.009489595890045166,0.005025029182434082,0.019715964794158936,0.025917232036590576,0.030246853828430176,0.023771345615386963,0.02429652214050293,0.015221655368804932,0.2543782591819763
USR-156,True,Marketing,Analyst,18,2025-05-07,2025-05-13,0.0,0.02232259511947632,0.25330621004104614,0.0396919846534729,0.003346741199493408,0.015676498413085938,-0.010240733623504639,-0.019730329513549805,0.02038341760635376,0.015676498413085938,0.022015511989593506,0.01310950517654419,0.013044416904449463,0.008731424808502197,0.25330621004104614
USR-234,True,Customer Support,ML Engineer,0,2025-01-01,2025-01-08,0.0,0.0013416409492492676,0.0015515685081481934,0.037340641021728516,0.0015895962715148926,0.0023335814476013184,0.0,0.0,0.0,0.0023335814476013184,0.0021409988403320312,0.0032792091369628906,0.0021222829818725586,0.001505732536315918,0.037340641021728516
USR-234,True,Customer Support,ML Engineer,1,2025-01-08,2025-01-15,0.0,0.0007319450378417969,0.0026148557662963867,0.07229489088058472,0.0009000897407531738,0.0038465261459350586,0.0015129446983337402,0.0,0.007963597774505615,0.0038465261459350586,0.0034956932067871094,0.005514264106750488,0.003448665142059326,0.002077162265777588,0.07229489088058472
USR-234,True,Customer Support,ML Engineer,2,2025-01-15,2025-01-22,0.0,0.0007454752922058105,0.0012914538383483887,0.0368306040763855,0.0009746551513671875,0.0021866559982299805,-0.0016598701477050781,-0.0031728148460388184,0.0074683427810668945,0.0021866559982299805,0.0019857287406921387,0.003126382827758789,0.0019789934158325195,0.0013971924781799316,0.0368306040763855
USR-234,True,Customer Support,ML Engineer,3,2025-01-22,2025-01-29,0.0,0.0006107091903686523,0.0014557242393493652,0.15283280611038208,0.0007874965667724609,0.008046150207519531,0.005859494209289551,0.007519364356994629,0.016035795211791992,0.008046150207519531,0.007222533226013184,0.011692583560943604,0.007140398025512695,0.003963172435760498,0.15283280611038208
USR-234,True,Customer Support,ML Engineer,4,2025-01-29,2025-02-05,0.0,0.0010375380516052246,0.0035747289657592773,0.04228639602661133,0.0030828118324279785,0.0025845766067504883,-0.005461573600769043,-0.011321067810058594,0.016227006912231445,0.0025845766067504883,0.002395808696746826,0.0036453604698181152,0.00238645076751709,0.0016223788261413574,0.04228639602661133
USR-234,True,Customer Support,ML Engineer,5,2025-02-05,2025-02-12,0.0,0.0017076730728149414,0.004521667957305908,0.05468267202377319,0.15595698356628418,0.011504530906677246,0.008919954299926758,0.0143815279006958,0.010118663311004639,0.011504530906677246,0.011156857013702393,0.014423608779907227,0.015008032321929932,0.005640923976898193,0.15595698356628418
USR-234,True,Customer Support,ML Engineer,6,2025-02-12,2025-02-19,0.0,0.0014865398406982422,0.002506077289581299,0.04334288835525513,0.12265771627426147,0.010029137134552002,-0.0014753937721252441,-0.010395348072052002,0.0037780404090881348,0.010029137134552002,0.009669601917266846,0.012666642665863037,0.012962818145751953,0.0047994256019592285,0.12265771627426147
USR-234,True,Customer Support,ML Engineer,7,2025-02-19,2025-02-26,0.0,0.0009087920188903809,0.0012004375457763672,0.07080197334289551,0.003496110439300537,0.0037105679512023926,-0.006318569183349609,-0.004843175411224365,0.016306638717651367,0.0037105679512023926,0.0033504366874694824,0.005341947078704834,0.0033628344535827637,0.001959383487701416,0.07080197334289551
USR-234,True,Customer Support,ML Engineer,8,2025-02-26,2025-03-05,0.0,0.0011380314826965332,0.002847135066986084,0.07672280073165894,0.0019600987434387207,0.004229187965393066,0.0005186200141906738,0.006837189197540283,0.0014994144439697266,0.004229187965393066,0.0038423538208007812,0.006023883819580078,0.003847777843475342,0.0024092793464660645,0.07672280073165894
USR-234,True,Customer Support,ML Engineer,9,2025-03-05,2025-03-12,0.0,0.0012211799621582031,0.0015971660614013672,0.04121577739715576,0.002388596534729004,0.0024567842483520508,-0.0017724037170410156,-0.0022910237312316895,0.007948637008666992,0.0024567842483520508,0.0022467970848083496,0.003504335880279541,0.002267897129058838,0.0016878843307495117,0.04121577739715576
USR-234,True,Customer Support,ML Engineer,10,2025-03-12,2025-03-19,0.0,0.0011790990829467773,0.0010178685188293457,0.05272728204727173,0.001373887062072754,0.002901911735534668,0.0004451274871826172,0.002217531204223633,0.002810239791870117,0.002901911735534668,0.0026126503944396973,0.004172086715698242,0.0026357173919677734,0.0015903115272521973,0.05272728204727173
USR-234,True,Customer Support,ML Engineer,11,2025-03-19,2025-03-26,0.0,0.0018115639686584473,0.22617566585540771,0.07508623600006104,0.0040735602378845215,0.011236369609832764,0.008334457874298096,0.007889330387115479,0.013595879077911377,0.011236369609832764,0.01574176549911499,0.010259091854095459,0.009358346462249756,0.005191624164581299,0.22617566585540771
USR-234,True,Customer Support,ML Engineer,12,2025-03-26,2025-04-02,0.0,0.0007318854331970215,0.002974271774291992,0.0698806643486023,0.0034559965133666992,0.0036640167236328125,-0.007572352886199951,-0.015906810760498047,0.01290982961654663,0.0036640167236328125,0.003317534923553467,0.005253195762634277,0.003348708152770996,0.0025267601013183594,0.0698806643486023
USR-234,True,Customer Support,ML Engineer,13,2025-04-02,2025-04-09,0.0,0.0006366372108459473,0.004348874092102051,0.04646015167236328,0.0033472776412963867,0.0028498172760009766,-0.0008141994476318359,0.006758153438568115,0.007135272026062012,0.0028498172760009766,0.002675473690032959,0.003972053527832031,0.0025940537452697754,0.0019688010215759277,0.04646015167236328
USR-234,True,Customer Support,ML Engineer,14,2025-04-09,2025-04-16,0.0,0.0010882019996643066,0.001919567584991455,0.03905689716339111,0.0015327930450439453,0.0023813843727111816,-0.0004684329032897949,0.000345766544342041,0.0011038780212402344,0.0023813843727111816,0.0021791458129882812,0.003366231918334961,0.002182602882385254,0.001601874828338623,0.03905689716339111
USR-234,True,Customer Support,ML Engineer,15,2025-04-16,2025-04-23,0.0,0.0009850859642028809,0.0014402270317077637,0.15423893928527832,0.0019913911819458008,0.008239448070526123,0.005858063697814941,0.006326496601104736,0.01634293794631958,0.008239448070526123,0.0074076056480407715,0.011948347091674805,0.0073716044425964355,0.004055023193359375,0.15423893928527832
USR-234,True,Customer Support,ML Engineer,16,2025-04-23,2025-04-30,0.0,0.0016147494316101074,0.003692626953125,0.1539892554283142,0.0018309950828552246,0.008327066898345947,8.761882781982422e-05,-0.005770444869995117,0.0006374716758728027,0.008327066898345947,0.007548391819000244,0.012017369270324707,0.007466256618499756,0.004316091537475586,0.1539892554283142
USR-234,True,Customer Support,ML Engineer,17,2025-04-30,2025-05-07,0.0,0.0011565685272216797,0.0019971728324890137,0.1567009687423706,0.005389094352722168,0.008473038673400879,0.00014597177505493164,5.835294723510742e-05,0.0008065700531005859,0.008473038673400879,0.007568717002868652,0.012298226356506348,0.007720887660980225,0.0044231414794921875,0.1567009687423706
USR-234,True,Customer Support,ML Engineer,18,2025-05-07,2025-05-13,0.0,0.0017119050025939941,0.003890514373779297,0.07858431339263916,0.003155648708343506,0.0048719048500061035,-0.0036011338233947754,-0.003747105598449707,0.017308056354522705,0.0048719048500061035,0.004537701606750488,0.006738007068634033,0.004411041736602783,0.0028815865516662598,0.07858431339263916
USR-042,True,Engineering,SOC Operator,0,2025-01-01,2025-01-08,0.0,0.00763016939163208,0.01165241003036499,0.0159720778465271,0.00166243314743042,0.0026581883430480957,0.0,0.0,0.0,0.0026581883430480957,0.0028749704360961914,0.002955019474029541,0.0024306774139404297,0.0014783740043640137,0.0159720778465271
USR-042,True,Engineering,SOC Operator,1,2025-01-08,2025-01-15,0.0,0.009348094463348389,0.011914253234863281,0.01602381467819214,0.002516448497772217,0.0031360387802124023,0.00047785043716430664,0.0,0.0013944506645202637,0.0031360387802124023,0.003333449363708496,0.0034592747688293457,0.00293576717376709,0.0018526315689086914,0.01602381467819214
USR-042,True,Engineering,SOC Operator,2,2025-01-15,2025-01-22,0.0,0.03357213735580444,0.09983807802200317,0.0703045129776001,0.0023387670516967773,0.016367733478546143,0.01323169469833374,0.012753844261169434,0.03123408555984497,0.016367733478546143,0.018787920475006104,0.017260193824768066,0.014516353607177734,0.007215917110443115,0.09983807802200317
USR-042,True,Engineering,SOC Operator,3,2025-01-22,2025-01-29,0.0,0.0062125325202941895,0.012136340141296387,0.026150226593017578,0.00162506103515625,0.0029662251472473145,-0.013401508331298828,-0.02663320302963257,0.02830362319946289,0.0029662251472473145,0.003119170665740967,0.0035243630409240723,0.002686738967895508,0.0015066862106323242,0.026150226593017578
USR-042,True,Engineering,SOC Operator,4,2025-01-29,2025-02-05,0.0,0.006744384765625,0.10013848543167114,0.06953197717666626,0.0032564401626586914,0.013164281845092773,0.010198056697845459,0.023599565029144287,0.023610353469848633,0.013164281845092773,0.01571941375732422,0.014121055603027344,0.011176884174346924,0.0059010982513427734,0.10013848543167114
USR-042,True,Engineering,SOC Operator,5,2025-02-05,2025-02-12,0.0,0.005750775337219238,0.09701424837112427,0.01752561330795288,0.0018661022186279297,0.005997002124786377,-0.0071672797203063965,-0.017365336418151855,0.007328331470489502,0.005997002124786377,0.008171439170837402,0.00534588098526001,0.005090892314910889,0.0027450919151306152,0.09701424837112427
USR-042,True,Engineering,SOC Operator,6,2025-02-12,2025-02-19,0.0,0.0072591304779052734,0.011844933032989502,0.02796316146850586,0.001934647560119629,0.00310361385345459,-0.002893388271331787,0.004273891448974609,0.01294553279876709,0.00310361385345459,0.003244638442993164,0.003683626651763916,0.002819538116455078,0.0017886161804199219,0.02796316146850586
